PMID,DOI,PubMed URL,Title,Abstract,Authors,Publication Year,Journal,Publication Types,Language,MeSH Terms,Keywords,Screening Decision,Exclusion Reason,Screening Notes
31273677,10.1007/s40520-019-01259-7,https://pubmed.ncbi.nlm.nih.gov/31273677/,Associations of health and financial literacy with mortality in advanced age.,"BACKGROUND: Health and financial literacy are central to older adults' well-being and financial standing, but the relation of literacy with mortality in advanced age remains unclear.
AIMS: To determine whether lower literacy, as reflected in measures of total literacy and subscales of health and financial literacy, was associated with an increased risk of mortality.
METHODS: Participants were 931 community-based older adults from the Rush Memory and Aging Project [age: mean (SD) = 80.9 (7.6), range 58.8-100.8], an ongoing, prospective observational cohort study of aging. Participants were without dementia at the time literacy was assessed. Proportional hazards models were used to determine whether literacy measures were associated with mortality.
RESULTS: During up to 8 years of follow-up, 224 (24.1% of 931) participants died. In models that adjusted for age, sex, and education, lower total, health, and financial literacy were each associated with an increased risk of mortality (total literacy: HR = 1.020, 95% CI 1.010-1.031, p < 0.001; health literacy: HR = 1.015, 95% CI 1.008-1.023, p < 0.001; financial literacy: HR = 1.013, 95% CI 1.003-1.023, p = 0.014). These associations persisted after additionally adjusting for income and indices of health status; however, only the association of lower health literacy with mortality persisted after further adjusting for a robust measure of global cognition.
DISCUSSION: We suspect that the current associations of lower literacy with mortality reflect the detrimental effect of early pathologic brain aging on literacy.
CONCLUSIONS: Lower literacy, particularly lower health literacy, is associated with mortality in advanced age.",Christopher C Stewart; Lei Yu; Melissa Lamar; Robert S Wilson; David A Bennett; Patricia A Boyle,2020,Aging clinical and experimental research,Journal Article; Observational Study,eng,"Aged; Aged, 80 and over; Aging; Cognition; Dementia; Female; Health Literacy / economics; Health Status; Humans; Income; Longitudinal Studies; Male; Middle Aged; Prospective Studies",Aging; Cognition; Financial literacy; Health literacy; Mortality,,,
31188065,10.1080/13825585.2019.1628176,https://pubmed.ncbi.nlm.nih.gov/31188065/,Study of the theory of mind in normal aging: focus on the deception detection and its links with other cognitive functions.,"Detection of deception is crucial to avoid negative circumstances (financial frauds, social tricks) in daily living. Considering that this cognitive function is especially supported by the prefrontal cortex of the human brain and that these cerebral regions change with advanced age, deception detection may also change with aging. Our purpose is to study this complex ability and its potential links with other cognitive functions, such as the executive control, in normal aging. Thirty-five young adults (YA) aged from 20 to 40, thirty-five old adults (OA) aged from 65 to 79 and thirty very old adults (VOA) aged from 80 to 95 were involved in this study. We propose a novel neuropsychological test (inspired by Theory of Mind Picture Story task) assessing the ability to understand deceptive and cooperative interactions, and tasks involving executive processes (monitoring, task setting, flexibility) to all participants. Between-group analyses show that older participants performed worse than YA on deceptive, cooperative and mixed situations (involving deception and reciprocity) of our task. Significant correlations exist between the deception-cooperation detection and the executive functions. Our results show that these frontal abilities decline after 65 years, even more after 80 years, and they are involved on the deceptive-cooperative situations. The verbal IQ is also linked with the deception-cooperation detection. This suggests that mixed cognitive trainings would allow older adults to detect more easily bad intentions of others, to adjust their behavior to context and to achieve their goals with less risk.",Cristina Calso; Jérémy Besnard; Philippe Allain,2020,"Neuropsychology, development, and cognition. Section B, Aging, neuropsychology and cognition","Journal Article; Research Support, Non-U.S. Gov't",eng,"Adult; Age Factors; Aged; Aged, 80 and over; Aging / physiology; Cooperative Behavior; Deception; Executive Function / physiology; Female; Humans; Male; Neuropsychological Tests; Social Perception; Theory of Mind / physiology; Young Adult",Older adults; cooperation; deception; executive functions; theory of mind,,,
30739493,10.1080/13607863.2019.1571020,https://pubmed.ncbi.nlm.nih.gov/30739493/,"Physical and mental health correlates of perceived financial exploitation in older adults: Preliminary findings from the Finance, Cognition, and Health in Elders Study (FINCHES).","Objectives: Financial exploitation (FE) in old age is poorly understood, particularly among those without significant cognitive impairment. The Finance, Cognition, and Health in Elders Study (FINCHES) aims to identify factors associated with FE among cognitively-healthy older adults. Preliminary findings regarding physical and mental health correlates in the pilot phase of FINCHES are reported.Method: Sixteen older adults who self-reported FE were demographically-matched on age, education, sex, and race/ethnicity to eighteen older adults who did not report past FE.Results: Those who believed they were exploited endorsed significantly greater symptoms of depression (p = 0.014) and marginally greater symptoms of anxiety (p = 0.062). Participants trended towards lower perceived successful aging (p = 0.094). Perceived FE participants also endorsed greater medical conditions (p = 0.047), but follow-up individual item analyses suggest that this was driven by problems with sleep (p = 0.030).Conclusions: These preliminary findings from the pilot phase of FINCHES highlight negative mental health factors associated with perceived FE among cognitively-intact older adults.",Gali H Weissberger; Laura Mosqueda; Annie L Nguyen; Anya Samek; Patricia A Boyle; Caroline P Nguyen; S Duke Han,2020,Aging & mental health,"Journal Article; Research Support, Non-U.S. Gov't",eng,Aged; Aging; Anxiety; Cognition; Humans; Mental Health; Risk Factors,Financial exploitation; aging; mental health; physical health; sleep,,,
30321125,10.1080/07317115.2018.1527424,https://pubmed.ncbi.nlm.nih.gov/30321125/,A Short Form of the Lichtenberg Financial Decision Rating Scale.,"Objectives: This article examines the convergent validity and clinical utility of the 34-item short form of the Lichtenberg Financial Decision Rating Scale (LFDRS-SF). A briefer scale can lead to enhanced and efficient use of a person-centered approach to the assessment of financial decision-making.Methods: Using data on 200 community-dwelling older adults from Lichtenberg and colleagues (2017a), convergent validity was examined with cognitive and financial management measures using a correlational and regression approach. Receiver operating curve analyses for predicting decision-making ability classification and suspected financial exploitation classification were used to evaluate clinical utility.Results: The LFDRS-SF total risk score was significantly correlated with both cognitive and financial management measures, and the regression analysis predicted 9% of the LFDRS-SF measure. These results demonstrate not only convergent validity, but also the conceptual and empirical uniqueness of financial decision-making.Conclusions: The LFDRS-SF is a valid tool to assess real-world financial decision-making abilities.Clinical Implications: The LFDRS-SF offers an efficient way to assess financial decision-making. Training on the tool and automatic scoring and recommendations for next steps can be found at https://olderadultnestegg.com.",Peter A Lichtenberg; Evan Gross; Rebecca Campbell,2020,Clinical gerontologist,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",eng,"Aged; Decision Making / physiology; Elder Abuse / economics, ethnology, statistics & numerical data; Female; Financial Management / statistics & numerical data; Humans; Independent Living / psychology; Male; Mental Competency / psychology; Middle Aged; Neuropsychological Tests / standards; Predictive Value of Tests; Psychometrics / methods",Capacity; financial decision making; financial exploitation; informed decision making; psychological assessment,,,
29883276,10.1080/07317115.2018.1485812,https://pubmed.ncbi.nlm.nih.gov/29883276/,Quantifying Risk of Financial Incapacity and Financial Exploitation in Community-dwelling Older Adults: Utility of a Scoring System for the Lichtenberg Financial Decision-making Rating Scale.,"Objectives: This work examines the clinical utility of the scoring system for the Lichtenberg Financial Decision-making Rating Scale (LFDRS) and its usefulness for decision making capacity and financial exploitation. Objective 1 was to examine the clinical utility of a person centered, empirically supported, financial decision making scale. Objective 2 was to determine whether the risk-scoring system created for this rating scale is sufficiently accurate for the use of cutoff scores in cases of decisional capacity and cases of suspected financial exploitation. Objective 3 was to examine whether cognitive decline and decisional impairment predicted suspected financial exploitation.Methods: Two hundred independently living, non-demented community-dwelling older adults comprised the sample. Participants completed the rating scale and other cognitive measures.Results: Receiver operating characteristic curves were in the good to excellent range for decisional capacity scoring, and in the fair to good range for financial exploitation.Conclusions: Analyses supported the conceptual link between decision making deficits and risk for exploitation, and supported the use of the risk-scoring system in a community-based population.Clinical Implications: This study adds to the empirical evidence supporting the use of the rating scale as a clinical tool assessing risk for financial decisional impairment and/or financial exploitation.",Peter A Lichtenberg; Evan Gross; Lisa J Ficker,2020,Clinical gerontologist,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",eng,"Aged; Aged, 80 and over; Cognitive Dysfunction / economics, ethnology, psychology; Decision Making / physiology; Elder Abuse / economics, ethnology, psychology; Female; Financial Management / ethics, statistics & numerical data; Humans; Independent Living / psychology, statistics & numerical data; Male; Mental Competency / psychology; Middle Aged; Predictive Value of Tests; Psychometrics; Research Design / statistics & numerical data; Risk Assessment; Sensitivity and Specificity",Cognitive decline; financial decision making; financial exploitation; person centered,,,
31054115,10.1007/s40520-019-01209-3,https://pubmed.ncbi.nlm.nih.gov/31054115/,Vitamin E and Alzheimer's disease: the mediating role of cellular aging.,"BACKGROUND: Vitamin E represents a potent antioxidant and anti-inflammatory system, playing a role in Alzheimer's disease (AD). Different plasma concentrations of the forms of vitamin E are observed in AD compared to cognitively healthy subjects.
AIM: Since these modifications may modulate the markers of oxidative stress and cellular aging, we aim to explore the relationship between vitamin E forms and leukocyte telomere length (LTL) in AD.
METHODS: 53 AD subjects and 40 cognitively healthy controls (CTs) were enrolled. The vitamin E forms (α-, β-, γ- and δ-tocopherol, α-, β-, γ- and δ-tocotrienol), the ratio of α-tocopherylquinone/α-tocopherol and 5-nitro-γ-tocopherol/γ-tocopherol (markers of oxidative/nitrosative damage) and LTL were measured.
RESULTS AND DISCUSSION: Regression model was used to explore the associations of vitamin E forms and LTL with AD. The interaction of LTL in the association between vitamin E forms and AD was tested. AD subjects showed significantly lower concentrations of α-, β-, γ- and δ-tocopherol, α- and δ-tocotrienol, total tocopherols, total tocotrienols and total vitamin E compared to CTs. AD subjects showed higher values of nitrosative/oxidative damage. The adjusted analyses confirmed a significant relationship of AD with plasma concentrations of α- and β-tocopherols, δ-tocotrienol, total tocopherols, total tocotrienol, total vitamin E and oxidative/nitrosative damage. However, nitrosative damage was significantly associated with AD only in subjects with higher LTL and not in those expressing marked cellular aging.
CONCLUSIONS: Our study confirms the role of vitamin E in AD pathology and indicates that nitrosative damage influences the association with AD only in subjects characterized by longer LTL.",Martina Casati; Virginia Boccardi; Evelyn Ferri; Laura Bertagnoli; Patrizia Bastiani; Simona Ciccone; Marta Mansi; Michela Scamosci; Paolo Dionigi Rossi; Patrizia Mecocci; Beatrice Arosio,2020,Aging clinical and experimental research,Journal Article,eng,Alzheimer Disease / blood; Biomarkers / blood; Case-Control Studies; Cellular Senescence; Cohort Studies; Disease Progression; Female; Humans; Male; Oxidative Stress; Telomere Homeostasis; Vitamin E / blood,Alzheimer’s disease; Nitrosative stress; Oxidative stress; Telomere length; Vitamin E,,,
29669133,10.1093/geronb/gby036,https://pubmed.ncbi.nlm.nih.gov/29669133/,Uncovering Susceptibility Risk to Online Deception in Aging.,"OBJECTIVES: Fraud in the aged is an emerging public health problem. An increasingly common form of deception is conducted online. However, identification of cognitive and socioemotional risk factors has not been undertaken yet. In this endeavor, this study extended previous work suggesting age effects on susceptibility to online deception.
METHODS: Susceptibility was operationalized as clicking on the link in simulated spear-phishing emails that young (18-37 years), young-old (62-74 years), and middle-old (75-89 years) Internet users received, without knowing that the emails were part of the study. Participants also indicated for a set of spear-phishing emails how likely they would click on the embedded link (susceptibility awareness) and completed cognitive and socioemotional measures to determine susceptibility risk profiles.
RESULTS: Higher susceptibility was associated with lower short-term episodic memory in middle-old users and with lower positive affect in young-old and middle-old users. Greater susceptibility awareness was associated with better verbal fluency in middle-old users and with greater positive affect in young and middle-old users.
DISCUSSION: Short-term memory, verbal fluency, and positive affect in middle-old age may contribute to resilience against online spear-phishing attacks. These results inform mechanisms of online fraud susceptibility and real-life decision-supportive interventions toward fraud risk reduction in aging.",Natalie C Ebner; Donovan M Ellis; Tian Lin; Harold A Rocha; Huizi Yang; Sandeep Dommaraju; Adam Soliman; Damon L Woodard; Gary R Turner; R Nathan Spreng; Daniela S Oliveira,2020,"The journals of gerontology. Series B, Psychological sciences and social sciences","Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",eng,"Adolescent; Adult; Affect / physiology; Age Factors; Aged; Aged, 80 and over; Aging / physiology; Cognitive Dysfunction / physiopathology; Deception; Decision Making / physiology; Female; Humans; Internet; Male; Memory, Episodic; Memory, Short-Term / physiology; Middle Aged; Young Adult",Affect; Cognition; Decision making; Online; Spear phishing,,,
30649596,10.1007/s00394-019-01892-y,https://pubmed.ncbi.nlm.nih.gov/30649596/,"Beta-carotene, telomerase activity and Alzheimer's disease in old age subjects.","PURPOSE: Advancing age represents the strongest risk factor for Alzheimer's disease (AD), and the identification of biomarkers able to define what characterizes physiological aging from AD may represent a potential starting point for novel preventive strategies. Among these biomarkers, telomeres seem to be a promising target. Interestingly, high intake of carotenoid-rich food may play a role in protecting telomeres by oxidative stress reduction. Accordingly, low plasma β-carotene concentrations have been found in AD subjects when compared with cognitively healthy subjects. In this study, we aim at investigating the hypothesis that low β-carotene might be associated with markers of accelerated cellular aging, including leucocyte telomere length (LTL) and peripheral mononuclear cell (PBMC) telomerase activity in a cohort of old age subjects.
METHODS: The study was conducted in 68 old age subjects, 37 AD, and 31 age-matched healthy controls. In all subjects, β-carotene plasma level, LTL and peripheral telomerase activity were measured.
RESULTS: In all populations, β-carotene significantly and positively (r = 0.320, p = 0.008) correlated with telomerase activity, independent of gender. A model having telomerase activity levels as the dependent variable, and age, gender, smoking habit, and β-carotene as independent variables, confirmed that β-carotene was independently associated with telomerase activity (β = 0.319, p = 0.012). Subjects affected by AD had significantly lower plasmatic levels of β-carotene (448 ± 66 mg/ml vs 497 ± 59 mg/ml, p = 0.001) and LTL (0.53 ± 0.25 vs 0.69 ± 0.29; p = 0.009) as compared with healthy controls. Β-carotene plasma level was associated with AD diagnosis (OR 0.988; IC95% 0.978-0.997; p = 0.013) independently of age, gender, smoking habit, ApoE genotype, and LTL.
CONCLUSION: Our data show that β-carotene may modulate telomerase activity in old age. Moreover, lower plasma β-carotene levels, correlating with peripheral telomerase activity, are associated with AD diagnosis independent of multiple covariates.",Virginia Boccardi; Beatrice Arosio; Luigi Cari; Patrizia Bastiani; Michela Scamosci; Martina Casati; Evelyn Ferri; Laura Bertagnoli; Simona Ciccone; Paolo Dionigi Rossi; Giuseppe Nocentini; Patrizia Mecocci,2020,European journal of nutrition,Journal Article; Observational Study,eng,"Aged; Aged, 80 and over; Alzheimer Disease / blood; Biomarkers / blood; Cross-Sectional Studies; Female; Geriatric Assessment / methods; Humans; Male; Telomerase / blood; beta Carotene / blood",Aging; Alzheimer’s; Carotenoid; Dementia; Nutrition; Telomerase; Telomeres,,,
31503136,10.1097/HJH.0000000000002220,https://pubmed.ncbi.nlm.nih.gov/31503136/,Associations of decision making abilities with blood pressure values in older adults.,"OBJECTIVES: Decision making, key to successful aging, has implications for financial success, physical health, and well being. While poor decision making has been linked with increased risk of mortality, age-related cognitive decline, and dementia, less is known regarding its associations with chronic disease indicators. We investigated the associations of decision making with blood pressure (BP) values [i.e., SBP, mean arterial pressure (MAP), and pulse pressure (PP), separately] in a community-based cohort study of aging.
METHODS: Participants were 908 nondemented older adults (age ∼81 years; 75% women) from the Rush Memory and Aging Project. Decision making was measured using questions designed to simulate materials used in financial and healthcare settings in the real world and yielded a total score and domain-specific health and financial decision making scores. Two seated and one standing BP measurement were taken with all three contributing to average SBP, MAP that is, [SBP + (2 × DBP)]/3, and PP, that is, SBP - DBP. Participants were queried about hypertension status and antihypertension medications were visually inspected and coded. Participants also underwent medical history and cognitive assessments.
RESULTS: In separate multivariable linear regression models, total decision making scores were inversely associated with SBP, MAP, and PP after adjusting for age, sex, education, antihypertension medication use, diabetes, and cumulative cardiovascular disease burden (P values = 0.03). Decision making remained associated with these BP values after additional adjustment for global cognition.
CONCLUSION: Poorer decision making is associated with higher BP values in nondemented older adults.",Melissa Lamar; Robert S Wilson; Lei Yu; Christopher C Stewart; David A Bennett; Patricia A Boyle,2020,Journal of hypertension,"Journal Article; Research Support, N.I.H., Extramural",eng,"Aged, 80 and over; Aging / physiology; Antihypertensive Agents / therapeutic use; Blood Pressure / physiology; Cognitive Dysfunction; Cohort Studies; Decision Making / physiology; Female; Humans; Hypertension / drug therapy, epidemiology; Male",,,,
33344109,10.1007/s13670-019-00304-7,https://pubmed.ncbi.nlm.nih.gov/33344109/,"Synthetic review of financial capacity in cognitive disorders: Foundations, interventions, and innovations.","PURPOSE OF REVIEW: Financial capacity (FC) is a complex, multi-dimensional construct that changes over the lifespan and commonly becomes impaired as individuals age and develop dementia. Impaired FC results in several important negative outcomes including loss of independence and increased victimization and abuse. The goal of this review is to synthesize current knowledge of the assessment and intervention of impaired financial capacity in order to propose its further development in the context of technological advancements.
RECENT FINDINGS: Current methods of assessing FC are based on conceptual foundations that include judgment, procedural, and other pragmatic skills. The neurocognitive correlates of FC include basic arithmetic skills, attention, and visual memory. These cognitive domains are presently assessed through clinical and neuropsychological evaluation as well as instruments specifically designed to assess financial capacity. Despite having a firm conceptual and neurocognitive foundation, current assessment methods of FC are limited by their ability to be flexible, individualizable, or scalable.
SUMMARY: Computer and software technologies such as artificial intelligence, virtual reality, and the internet of things are exciting tools to achieve the ultimate goal of developing measures that allow patients to maintain or support maximal independence in financial functioning. These tools will allow for contemporaneous and ecologically valid assessment and would be useful to legal professionals and clinicians in determinations of financial competency and capacity. Moreover, interventions that provide safety and monitoring while allowing patients maximal autonomy of preserved financial abilities are needed.",Milap A Nowrangi; Gorkem Sevinc; Vidyulata Kamath,2019,Current geriatrics reports,Journal Article,eng,,Alzheimer’s dementia; Financial Capacity; financial abuse; instrumental activities of daily living; technology and dementia,,,
31752798,10.1186/s12889-019-7711-3,https://pubmed.ncbi.nlm.nih.gov/31752798/,Health & Wealth: is weight loss success related to monetary savings in U.S. adults of low-income? Findings from a National Study.,"BACKGROUND: Many individuals aspire to attain various goals in life, such as committing to a healthful diet to slim down or saving for retirement to enhance future welfare. While these behaviors (weight loss and saving) share the common denominator of self-regulation, it is unclear whether success in one domain is related to the other. Therefore, we examined the relationship between long term weight loss (LTWL) success and monetary savings among U.S. adults who at one point in life diverged from normal weight status.
METHODS: Data on 1994 adults with a maximum BMI ≥ 25 kg/m2 and with an annual household income equal or less than 200% poverty level. Data were derived from a U.S. population-based study (NHANES). The independent variable was LTWL success (loss maintained for at least 1 year), which was operationalized as < 10% (reference group), 10.00-19.99%, and ≥ 20.00%. The dependent variable was monetary savings (e.g., 401 K), defined as a 3-category ordinal variable. We employed ordered logistic regression to estimate the relationship between LTWL success and increased odds for higher overall savings.
RESULTS: Multivariable analysis revealed that adjusting for income, education and other covariates, being in the highest LTWL category (≥20.00%) significantly reduced the likelihood of monetary savings in comparison to the reference group (OR = 0.55, 95%CI = 0.34-0.91). This relationship was not observed in the lower LTWL category (10.00-19.99%).
CONCLUSIONS: Adults who in the past were overweight or obese and who presently exhibit high levels of LTWL, were markedly less successful when it came to their finances. This might stem from significant cognitive-affective resources exerted during the weight loss process coupled with a paucity of financial resources which impede financial decision making. This supposition, however, warrants future research.",Kerem Shuval; Bob M Fennis; Qing Li; Amir Grinstein; Meike Morren; Jeffrey Drope,2019,BMC public health,Journal Article,eng,Adult; Female; Humans; Income / statistics & numerical data; Male; Nutrition Surveys; Poverty; United States; Weight Loss,Monetary savings; Self-regulation; Weight loss,,,
31383048,10.1017/S1355617719000705,https://pubmed.ncbi.nlm.nih.gov/31383048/,Impaired Financial Capacity in Late-Life Depression: Revisiting Associations with Cognitive Functioning.,"OBJECTIVES: Impairment in financial capacity is an early sign of cognitive decline and functional impairment in late life. Cognitive impairments such as executive dysfunction are well documented in late-life major depression; however, little progress has been made in assessing associations of these impairments with financial incapacity.
METHODS: Participants included 95 clinically depressed and 41 nondepressed older adults without dementia. Financial capacity (assessed with the Managing Money scale of the Independent Living Scale), cognitive functioning (comprehensive neuropsychological evaluation), and depression severity (Hamilton Depression Rating Scale - 24) were assessed. T tests were used to assess group differences. Linear regression was used to analyze data.
RESULTS: Depressed participants performed significantly lower on financial capacity (t = 2.98, p < .01). Among depressed participants, executive functioning (B = .24, p < .05) was associated with reduced financial capacity, controlling for age, gender, education, depression severity, and other cognitive domains.
CONCLUSIONS: Our results underscore the importance of assessing financial capacity in older depressed adults as they are likely vulnerable to financial abuse even in the absence of dementia. It will be valuable to assess whether treatment for depression is an effective intervention to improve outcomes.",Ruth T Morin; Mitzi M Gonzales; David Bickford; Daniel Catalinotto; Craig Nelson; R Scott Mackin,2019,Journal of the International Neuropsychological Society : JINS,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",eng,Aged; Aging / physiology; Cognitive Dysfunction / physiopathology; Major Depressive Disorder / physiopathology; Executive Function / physiology; Female; Humans; Male; Middle Aged,Aging; Cognition; Cognitive dysfunction; Depression; Functionally impaired elderly; Neuropsychology,,,
31343233,10.1037/neu0000571,https://pubmed.ncbi.nlm.nih.gov/31343233/,Financial decision-making in adults with ADHD.,"OBJECTIVE: Attention-deficit/hyperactivity disorder (ADHD) in adulthood is associated with problems in multiple domains of everyday life, including financial decision-making (FDM). Research on FDM in adults with ADHD is, however, limited and FDM has never been examined in an objective standardized manner in these patients. The aim of the present study is to explore FDM abilities of adults with ADHD, using both subjective and standardized objective measures.
METHOD: Adults with ADHD (n = 45) and healthy controls (n = 51) completed a comprehensive test battery, including an evaluation of their personal financial situation, a neuropsychological assessment and standardized tests and questionnaires measuring various aspects of FDM.
RESULTS: Adults with ADHD reported to have a significantly poorer financial situation than healthy controls, including having less income, more often debts and less often a savings account. Furthermore, adults with ADHD showed significantly lower scores than healthy controls in standardized tests measuring financial competence and capacity (i.e., understanding bank statements/protocols and evaluating financial problems) as well as in a test measuring decision making with implications for the future. Furthermore, compared with healthy controls, adults with ADHD reported more often to buy on impulse and to use an avoidant or spontaneous decision-making style. A mediating effect of numeracy was found for 2 measures of FDM (i.e., financial competence and capacity); however, group differences on these measures remained statistically significant.
CONCLUSIONS: Adults with ADHD have difficulties with several aspects of FDM. These difficulties may at least partly explain the poorer financial situation of adults with ADHD. (PsycINFO Database Record (c) 2019 APA, all rights reserved).",Dorien F Bangma; Janneke Koerts; Anselm B M Fuermaier; Christian Mette; Marco Zimmermann; Anna K Toussaint; Lara Tucha; Oliver Tucha,2019,Neuropsychology,Journal Article,eng,Adult; Attention Deficit Disorder with Hyperactivity / physiopathology; Decision Making / physiology; Female; Humans; Income; Male; Middle Aged; Socioeconomic Factors; Young Adult,,,,
31504079,10.1093/arclin/acz033,https://pubmed.ncbi.nlm.nih.gov/31504079/,The Screening Utility and Ecological Validity of the Neuropsychological Assessment Battery Bill Payment Subtest in Older Adults with and without Dementia.,"OBJECTIVE: The Neuropsychological Assessment Battery Bill Payment subtest has shown strong diagnostic accuracy in dementia due to Alzheimer's disease (AD) versus non-AD. Its relationship to mild cognitive impairment (MCI) or all-cause dementia has not been fully examined nor has its ecological validity as a proxy of financial independence.
METHOD: We describe 270 women (63%) and men (age = 72 ± 8.39) who completed Bill Payment during outpatient neuropsychological evaluation. Seventy-one were cognitively normal (CN), 160 had MCI, and 39 had Dementia. Two hundred fourteen were independent in money management, 31 were assisted (had oversight/some help), and 25 were dependent (relied on others). Receiver operating characteristic (ROC) curves tested Bill Payment's utility as a dementia screen. Kruskal-Wallis tests examined whether Bill Payment differed by levels of financial independence.
RESULTS: At a cutoff of 17, Bill Payment had strong sensitivity (0.87) and specificity (0.80) for dementia versus CN cases. A cutoff of 15 distinguished dementia from MCI (Sn = 0.64, Sp = 0.85), whereas a cutoff of 16 distinguished dementia from functionally unimpaired cases (MCI + CN) with greater sensitivity and similar specificity (Sn = 0.74, Sp = 0.81). Sensitivity attenuated in MCI versus CN cases (Sn = 0.46, Sp = 0.83). Those who were independent in money management had higher scores than assisted and dependent cases (p ≤ 0.046). Assisted and dependent cases were no different (p > 0.05).
CONCLUSIONS: Bill Payment is a valid screen of all-cause dementia. Lower Bill Payment scores may mark subtle functional decline beyond cognitive impairment alone. Specifically, results provide preliminary evidence of Bill Payment's ecological validity as a measure related to financial independence. It may prove useful when impaired financial abilities are suspected but unreported.",Lauren E Kenney; Seth A Margolis; Jennifer D Davis; Geoffrey Tremont,2019,Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists,Journal Article,eng,"Aged; Aged, 80 and over; Alzheimer Disease / complications, diagnosis; Case-Control Studies; Cognition; Cognitive Dysfunction / diagnosis; Dementia / complications, diagnosis; Female; Financial Management; Humans; Male; Mass Screening; Middle Aged; Neuropsychological Tests; Psychometrics; ROC Curve; Sensitivity and Specificity",Dementia; Ecological validity; Everyday functioning; Financial capacity; Mild cognitive impairment; Neuropsychological Assessment Battery,,,
31430394,10.1111/jgs.16136,https://pubmed.ncbi.nlm.nih.gov/31430394/,Advancing the Science of Deprescribing: A Novel Comprehensive Conceptual Framework.,"Polypharmacy is common in older adults and associated with inappropriate medication use, adverse drug events, medication nonadherence, higher costs, and increased mortality compared with those without polypharmacy. Deprescribing, the clinically supervised process of stopping or reducing the dose of medications when they cause harm or no longer provide benefit, may improve outcomes. Although potentially beneficial, clinicians struggle to overcome structural, organizational, technological, and cognitive barriers to deprescribing, limiting its use in clinical practice. Deprescribing science would benefit from a unifying conceptual framework to prioritize research. Current deprescribing conceptual frameworks have made important contributions to the field but often with a focus on specific medication classes or aspects of deprescribing. To further this relatively nascent field, we developed a broader deprescribing conceptual framework that builds on prior frameworks and includes patient, prescriber, and system influences; the process of deprescribing; outcomes; and dissemination. Patient factors include patients' biology, experience, values, and preferences. Prescriber factors include rational (eg, based on explicit knowledge) and nonrational (eg, behavioral tendencies, biases, and heuristics) decision making. System factors include resources, incentives, goals, and culture that contribute to deprescribing. The framework separates the deprescribing decision from the deprescribing process. The framework captures the results of deprescribing by examining changes in clinical structures, performance processes, patient experience, health outcomes, and cost. Through testing and refinement, this novel, more comprehensive conceptual framework has the potential to advance deprescribing research by organizing the existing evidence, identifying evidence gaps, and categorizing deprescribing interventions and the settings in which they are applied. J Am Geriatr Soc 67:2018-2022, 2019.",Amy Linsky; Walid F Gellad; Jeffrey A Linder; Mark W Friedberg,2019,Journal of the American Geriatrics Society,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",eng,"Deprescriptions; Drug-Related Side Effects and Adverse Reactions / prevention & control; Humans; Models, Theoretical; Outcome and Process Assessment, Health Care; Polypharmacy",behavioral economics; clinical decision making; health services for older adults; implementation science; polypharmacy,,,
31305319,10.1097/WAD.0000000000000334,https://pubmed.ncbi.nlm.nih.gov/31305319/,Association of TDP-43 Pathology With Domain-specific Literacy in Older Persons.,"BACKGROUND: Low health and financial literacy may be an early behavioral manifestation of cognitive impairment, dementia, and accumulating Alzheimer pathology. However, there are limited studies investigating the behavioral features associated with hyperphosphorylated transactive response DNA-binding protein-43 (TDP-43), a common age-related pathology, and even fewer studies investigating the neurobiological basis underlying low literacy in aging.
OBJECTIVE: To test the hypothesis that TDP-43 pathology is associated with lower literacy.
MATERIALS AND METHODS: Data came from 293 community-based older persons who were enrolled in 2 ongoing studies of aging. Participants completed literacy and cognitive assessments, consented to brain donation, and underwent detailed neuropathologic evaluation for Alzheimer disease (AD) and TDP-43. Linear regression models assessed the association of TDP-43 with literacy after adjusting for demographics, and AD pathology. Posthoc pairwise comparisons examined whether the level of literacy differed by TDP-43 stage.
RESULTS: TDP-43 pathology was associated with lower literacy (estimate=-3.16; SE=0.86; P<0.001), above and beyond demographics and AD pathology, and this association persisted even after additionally adjusting for global cognition (estimate=-1.53; SE=0.74; P=0.038). Further, literacy was lower among persons with neocortical TDP-43 pathology compared with those without TDP-43 pathology.
CONCLUSIONS: TDP-43 pathology is associated with lower health and financial literacy in old age, above and beyond AD pathology.",Alifiya Kapasi; Lei Yu; Christopher C Stewart; Julie A Schneider; David A Bennett; Patricia A Boyle,2019,Alzheimer disease and associated disorders,"Journal Article; Research Support, N.I.H., Extramural",eng,"Aged; Aged, 80 and over; Alzheimer Disease / genetics, pathology; Brain / pathology; Cognitive Dysfunction / pathology; Cohort Studies; DNA-Binding Proteins / genetics; Female; Humans; Literacy; Longitudinal Studies; Male; TDP-43 Proteinopathies / pathology",,,,
